,time,iter,type,v_x,v_y,v_z,x,y,z,n_cells
3682,100,4,PW,17.57225062124705,442.8801348914327,336.72890015952294,[ 150.43243243 -147.64189189  -74.50675676],[ 146.66666667 -144.5751634   -72.50980392],[ 146.4527027  -144.51351351  -66.85135135],1363
3683,101,4,PW,-35.47728950510161,652.0775486106932,358.833433685303,[  69.96428571   83.62142857 -120.44285714],[  69.26573427   87.79020979 -119.95104895],[  71.5          90.13194444 -121.9375    ],1363
3684,102,4,PW,-52.629077268207595,585.9368245017242,443.53382865944434,[ 11.76315789 -75.86842105 -96.76973684],[ 11.10828025 -69.96178344 -94.8089172 ],[  9.17361111 -66.39583333 -94.65277778],1363
3685,103,4,PW,-63.18129355003571,761.5734852415261,354.2242872754597,[ 173.77181208  -54.95973154 -102.17449664],[ 170.94366197  -54.77464789 -105.73943662],[ 167.32167832  -56.51748252 -108.02797203],1363
3686,104,4,PW,-27.65923820695454,696.212098416842,370.8659954794397,[ 144.04          2.05333333 -120.68666667],[ 142.61834004    0.2781457  -126.00662252],[ 140.07801418    3.02836879 -129.18439716],1363
3687,105,4,PW,-112.70128902744,772.0300084900766,384.0592083198183,[  -4.2519685   -57.30708661 -107.43307087],[  -5.33823529  -57.65441176 -106.33088235],[  -9.16546763  -57.05035971 -106.52517986],1363
3688,106,4,PW,48.439787784282984,869.2331353146241,252.09638013128009,[ 67.69078947 -74.15131579 -70.54605263],[ 67.26056338 -72.00704225 -67.41549296],[ 68.10135135 -70.91891892 -63.74324324],1363
3689,107,4,PW,-111.51991828637003,806.2705316737339,246.054864180454,[  76.         -121.94964029   50.94244604],[  74.78145695 -117.94039735   49.2781457 ],[  69.34306569 -115.80291971   50.13868613],1363
3690,108,4,PW,-281.956397479831,828.8355652414348,330.6582928882525,[  57.34751773   37.23404255 -168.37588652],[  60.45205479   33.7260274  -169.86986301],[  60.70289855   33.50724638 -173.02898551],1363
3691,109,4,PW,14.117908930329694,798.8071470246693,403.5586126249394,[107.99328859  46.1409396   84.23489933],[111.74829932  47.98639456  85.17687075],[113.79166667  50.77777778  86.68055556],1363
3692,110,4,PW,-47.448592810561536,1036.9947897686857,404.868196108649,[  92.17931034   45.27586207 -113.82758621],[  92.83216783   45.26573427 -110.53146853],[  95.66666667   44.43181818 -107.48484848],1363
3693,111,4,PW,-5.094417275724638,973.3789871147201,527.8706501870163,[101.02112676 -56.16197183 -96.90140845],[ 98.04026846 -55.74496644 -92.80536913],[ 99.10958904 -57.97260274 -89.21917808],1363
3694,112,4,PW,-264.3713207558246,844.4106535081638,471.4563065534932,[  12.96402878  -39.14388489 -212.28776978],[  11.31007752  -38.49612403 -213.45736434],[   8.96575342  -37.02739726 -209.64383562],1363
3695,113,4,PW,-157.5227524444499,666.4585030483744,398.1851870927829,[12.62913907 34.94039735 40.11258278],[12.45588235 29.88970588 41.00735294],[15.94736842 28.83458647 41.54135338],1363
3696,114,4,PW,-225.61672920970932,965.7555574628137,525.9176239567895,[  18.56849315   32.06849315 -163.33561644],[  18.07575758   31.00757576 -161.92424242],[  17.89781022   28.7810219  -161.88321168],1363
3697,115,4,PW,-330.591267742101,736.6981913861956,477.3748932894941,[  36.          -93.62962963 -129.14814815],[  31.94630872  -91.06711409 -129.76510067],[  28.76551724  -89.20689655 -133.26206897],1363
3698,116,4,PW,-199.4052191579746,615.1838524320801,373.4561701997194,[  57.68456376 -107.44295302   49.02684564],[  58.61744966 -111.2147651    47.48322148],[  58.85714286 -116.41558442   46.27922078],1363
3699,117,4,PW,-269.91589413185943,582.653055595903,526.5018421704535,[-3.74100719  2.86330935 38.83453237],[-3.89781022  2.79562044 38.78832117],[-3.16312057  3.82269504 41.08510638],1363
3700,118,4,PW,-370.86740718105284,643.3026723489568,504.39591595705605,[ 160.7972973  -107.69594595 -140.14189189],[ 160.28275862 -109.08275862 -135.71724138],[ 163.45394737 -111.97368421 -132.90789474],1363
3701,119,4,PW,-426.01590327665883,767.9470904084768,703.082600844797,[ 111.34074074   11.32592593 -145.96296296],[ 111.58450704   12.78873239 -141.76760563],[ 107.51633987   12.92810458 -137.64705882],1363
3702,120,4,PW,-298.91711751320065,495.5461149445666,733.661341981425,[  -4.42028986  -60.95652174 -189.27536232],[  -2.33611641  -61.4829932  -185.42904026],[  -3.54285714  -58.67142857 -182.85714286],1363
3703,121,4,PW,-361.8195201547387,553.8011313198886,704.2955917645912,[ 131.23239437 -126.95774648 -303.75865885],[ 132.78518519 -125.93333333 -303.28148148],[ 133.45390071 -125.84397163 -300.77304965],1363
3704,122,4,PW,-427.7528507187483,463.2370836668233,725.0348282382769,[ 162.54014599  -70.91240876 -210.09489051],[ 166.44966443  -69.80536913 -207.29530201],[ 168.28358209  -69.73134328 -204.8358209 ],1363
3705,123,4,PW,-303.9703849176745,608.9624903315536,843.1337583818702,[  71.94890511  -99.21167883 -128.86861314],[  65.51449275  -89.84057971 -135.23188406],[  70.08333333  -94.4375     -127.78472222],1363
3706,124,4,PW,-235.46808318621856,657.9886420764067,718.7871245507415,[ -64.33333333  -29.89542484 -103.54248366],[ -62.52054795  -32.92465753 -101.26712329],[-61.44827586 -31.25517241 -96.86206897],1363
3707,125,4,PW,-397.7418166593678,705.3354885847837,795.5943331518116,[164.4676259   66.65467626  -9.24460432],[164.45185185  65.87407407  -8.52592593],[166.25        67.32236842 -12.60526316],1363
3708,126,4,PW,-333.4118395679679,817.4268547002832,735.4023801141137,[   9.79470199   11.89403974 -132.49006623],[  10.08843537   11.97959184 -136.40816327],[   9.66         11.96666667 -140.67333333],1363
3709,127,4,PW,-246.03678425803432,776.0391726011859,756.1323410934505,[ 48.78231293 -82.39455782 -38.50340136],[ 45.44897959 -85.68707483 -41.34693878],[ 41.75555556 -84.35555556 -41.94074074],1363
3710,128,4,PW,-390.84624565501434,768.1622078121754,607.6979104754681,[  68.02962963 -109.68888889  -46.06666667],[  68.34558824 -109.13235294  -46.01470588],[  73.86092715 -110.56953642  -45.37748344],1363
3711,129,4,PW,-399.31812859115047,841.7577500958197,619.8625943568026,[134.95       -35.1        -11.62142857],[133.11842105 -30.90131579 -11.44078947],[129.34532374 -29.43884892 -13.74820144],1363
3712,130,4,PW,-551.7431598378782,862.9383493003336,676.5041526449052,[-96.65068493  44.15753425 -11.08219178],[-98.60294118  43.77941176 -12.23529412],[-99.07638889  42.0625     -16.97916667],1363
3713,131,4,PW,-379.98410153616766,832.3591003533808,803.5304752374733,[ 42.19402985  12.53731343 -70.03731343],[ 46.15        15.42857143 -68.24285714],[ 47.61073826  17.27516779 -72.6442953 ],1363
3714,132,4,PW,-501.41119696159353,663.5291048472433,769.1083548686896,[  79.39160839    6.91608392 -125.11188811],[  77.07246377    8.44927536 -126.00724638],[  74.96774194   11.83870968 -130.14193548],1363
3715,133,4,PW,-583.4530372315837,627.8038763685578,732.3152871900379,[  93.68493151   59.10273973 -314.68493151],[  95.58865248   57.93617021 -312.17730496],[  99.01342282   58.12751678 -309.00671141],1363
3716,134,4,PW,-542.6269409020694,656.0159738293877,813.2150321505412,[-44.05072464 -53.63043478 -71.26811594],[-45.04166667 -51.75       -76.20833333],[-43.83687943 -50.84397163 -79.0141844 ],1363
3717,135,4,PW,-492.0533412669544,746.3243899146022,576.1457546291206,[ 53.73026316 -97.93421053 -12.74342105],[  54.18181818 -102.29370629  -12.96503497],[  54.17857143 -102.20714286  -15.03571429],1363
3718,136,4,PW,-369.0112205747217,665.7712017139089,680.4457663514625,[  9.50326797 -44.54248366  52.40522876],[  7.4137931  -39.48965517  53.52413793],[  4.47297297 -39.46621622  55.99324324],1363
3719,137,4,PW,-137.0907413025916,827.4649902941559,959.5588602403425,[-10.74825175 107.82517483 -60.96503497],[-11.25174825 103.17482517 -59.41258741],[ -9.22916667  99.17361111 -56.9375    ],1363
3720,138,4,PW,-370.37839847250575,622.4444962538978,696.1632582970501,[ 10.71755725 -65.92366412 -24.24427481],[  7.         -67.4964539  -23.26950355],[  1.69230769 -66.97902098 -24.81118881],1363
3721,139,4,PW,-422.97965225160294,605.9987387069195,817.6424346685343,[-35.68531469 -24.47552448 -25.40559441],[-39.57342657 -28.38461538 -25.76223776],[-40.73529412 -27.86764706 -29.25      ],1363
3722,140,4,PW,-397.27624620997386,557.8883429747168,964.4142119203237,[ 129.47887324 -160.62676056  -18.74647887],[ 129.11643836 -160.36986301  -23.80821918],[ 129.71034483 -159.31034483  -27.71034483],1363
3723,141,4,PW,-505.87275303665683,483.4832646003426,1037.067601821367,[  64.69503546 -159.05673759   57.12056738],[  62.15277778 -161.54166667   53.90972222],[  60.26530612 -165.40816327   51.0952381 ],1363
3724,142,4,PW,-412.30959662357094,524.7354111311656,819.0837655010741,[ 12.40972222 -44.26388889  -7.44444444],[ 11.66216216 -42.50675676  -3.72972973],[ 13.12142857 -38.45        -2.92142857],1363
3725,143,4,PW,-485.92344767616146,709.3605095311648,961.7523768243427,[  -3.24657534  -62.94520548 -146.35616438],[  -4.01388889  -67.41666667 -143.97222222],[  -3.47142857  -69.83571429 -146.20714286],1363
3726,144,4,PW,-514.1914391943527,549.8850690825277,791.49560213137,[  69.96402878   55.72661871 -196.02158273],[  70.00987567   57.16561107 -191.42857143],[  72.9270073    59.16058394 -189.59124088],1363
3727,145,4,PW,-398.5262084220873,555.0836329470917,944.6756401761008,[ 132.74496644 -145.79865772  -29.41610738],[ 136.56081081 -148.31756757  -28.29054054],[ 138.65957447 -152.02836879  -28.0070922 ],1363
3728,146,4,PW,-453.3397314304533,581.5100188836743,1045.0453235082164,[ 36.92857143 -27.96428571  -5.37142857],[ 35.9020979  -28.38461538  -3.41958042],[ 32.82269504 -27.66666667  -1.31205674],1363
3729,147,4,PW,-291.91710564741413,449.96965173463525,993.0075903952659,[ -0.77622378 -78.24475524 -85.20979021],[  3.8707483  -76.01360544 -87.46938776],[  5.23611111 -76.84722222 -89.88888889],1363
3730,148,4,PW,-342.1398061646979,528.2801855291045,997.7589256698927,[ -7.59848485 -32.13636364 -62.33333333],[ -5.40689655 -33.87586207 -62.7862069 ],[ -1.53103448 -29.04542679 -63.36267393],1363
3731,149,4,PW,-282.85511126561636,475.6467314195535,1119.79640225554,[ 48.55147059 -79.91176471 181.79411765],[ 49.9020979  -84.24475524 182.76223776],[ 50.72794118 -86.63235294 186.00735294],1363
3732,150,4,PW,-306.8739232429245,466.4449468199257,1233.2632100618823,[163.51492537  37.74626866 -24.1119403 ],[163.46212121  39.46212121 -22.81060606],[164.5         40.80434783 -23.48550725],1363
3733,151,4,PW,-359.64620915577035,272.52220268945985,1200.5480504790137,[ 132.05673759   -8.63829787 -224.26950355],[ 132.98496241   -9.46616541 -225.03759398],[ 133.61594203  -14.45652174 -223.47101449],1363
3734,152,4,PW,-185.63729882626416,397.1822669471251,1230.1583111151708,[  85.48591549  -72.23943662 -152.96478873],[  80.84137931  -72.68275862 -151.05517241],[  78.08391608  -74.46153846 -150.66433566],1363
3735,153,4,PW,-52.632966828217135,427.6302579250066,1245.9715991510236,[  70.1048951  -164.58741259 -119.        ],[  69.64084507 -162.04225352 -122.6056338 ],[  71.70895522 -161.52238806 -123.67164179],1363
3736,154,4,PW,-160.59781231920863,507.6280257054886,1216.2569144018978,[  92.248 -115.2      2.008],[  88.17910448 -113.10447761    6.7238806 ],[  86.26086957 -110.57971014    8.48550725],1363
3737,155,4,PW,-142.2039297371707,412.0758847155196,1242.2659032552558,[ 146.73611111   -2.05555556 -142.86805556],[ 1.48398496e+02 -4.51127820e-02 -1.47834586e+02],[ 148.09836066    0.18852459 -147.22131148],1363
3738,156,4,PW,-22.499293552912274,543.3283792844587,1361.3838436041337,[  57.99328859   70.68456376 -143.77852349],[  57.89855072   69.8115942  -139.2173913 ],[  61.00704225   71.21830986 -136.00704225],1363
3739,157,4,PW,-41.570899315662494,593.8164212255597,1440.4365325933904,[ 80.71333333 -98.35333333  75.23333333],[  76.62068966 -101.62068966   74.51724138],[  72.7972028  -103.02797203   73.83216783],1363
3740,158,4,PW,-217.9160394291967,610.9785443746237,1405.8596776845634,[ 94.06338028 -31.11267606  22.17605634],[ 93.52112676 -33.33802817  23.15492958],[ 90.48591549 -33.61971831  21.41549296],1363
3741,159,4,PW,-124.19837586431537,387.65812620153827,1386.9275204598187,[ 94.64583333  -0.90277778 -96.26388889],[ 94.46357616  -5.93377483 -93.99337748],[ 95.18243243  -9.23648649 -92.9527027 ],1363
3742,160,4,PW,-50.048177618926836,441.06275519791865,1331.6456366519346,[167.32142857  70.30714286 -51.33571429],[169.05755396  70.4028777  -57.52517986],[169.46043165  69.18705036 -61.18705036],1363
3743,161,4,PW,-94.82768257878044,348.69611318156103,1450.1586568362259,[-66.29545455  91.71969697 -13.88636364],[-65.81690141  88.03521127 -11.08450704],[-64.28776978  88.6618705   -9.67625899],1363
3744,162,4,PW,-187.95369688003944,273.99965217135923,1374.6860737509799,[108.84459459 -10.35810811 -40.11486486],[108.40559441 -11.11188811 -45.5034965 ],[104.75539568  -9.48201439 -47.10791367],1363
3745,163,4,PW,-302.77367273949784,446.0999146142302,1385.3091322070627,[107.77372263   9.5620438   48.48175182],[108.31944444   9.72916667  44.81944444],[108.63768116   8.98550725  39.81884058],1363
3746,164,4,PW,77.3144065429894,478.10542704555496,1246.4427071220284,[ 24.98550725 -33.1884058  -76.71014493],[ 23.28467153 -33.15328467 -80.68613139],[ 24.10869565 -36.47826087 -83.16666667],1363
3747,165,4,PW,88.97729819684452,522.9375132191727,1206.768199123623,[  74.07194245  -12.20143885 -104.83453237],[  74.390625   -13.109375  -105.9765625],[  72.31884058   -8.84782609 -109.60869565],1363
3748,166,4,PW,-16.479015712195775,358.7509231391249,1320.483719572364,[-6.13013699 43.52054795 38.80821918],[-4.39285714 45.54285714 36.24285714],[-3.46564885 47.77862595 36.18320611],1363
3749,167,4,PW,26.477616497289624,629.3535085369346,1284.67317650829,[  98.55782313   -8.70068027 -110.42176871],[  97.4084507   -12.52112676 -108.66901408],[  98.16176471  -14.96323529 -105.83823529],1363
3750,168,4,PW,202.2686343794682,451.7851896956932,1304.2534064023248,[  17.79054054   -5.87162162 -155.70945946],[  19.59440559   -9.58041958 -157.63636364],[  21.33333333  -10.34042553 -159.46808511],1363
3751,169,4,PW,98.4615666454711,700.3133301599353,1281.836810545456,[ 162.44217687   -3.6462585  -206.40816327],[ 159.18705036   -3.04316547 -207.61151079],[ 156.68027211   -4.05442177 -211.39455782],1363
3752,170,4,PW,-43.391581853922844,718.6227276522582,1413.3644006062193,[ -37.97101449   -0.95652174 -123.25362319],[ -37.75352113   -0.27464789 -119.84507042],[ -36.51449275   -1.84782609 -118.52173913],1363
3753,171,4,PW,-49.271605030220236,659.9313839081998,1316.2851487382402,[  30.21428571  -37.66428571 -146.17142857],[  32.91836735  -34.82312925 -144.82312925],[  36.68275862  -33.03448276 -145.34482759],1363
3754,172,4,PW,45.59406916379578,827.8559278407702,1116.3772633320461,[168.17557252 -42.93129771   1.25954198],[172.97887324 -45.6056338    2.8028169 ],[172.53900709 -49.0070922    2.12765957],1363
3755,173,4,PW,-92.2189839309965,596.1685535839248,1089.595113522571,[ 95.02142857 -55.03571429 -26.97142857],[ 92.88888889 -54.29166667 -29.11805556],[ 94.63448276 -54.0137931  -29.42758621],1363
3756,174,4,PW,73.19394530622887,574.7197052877003,1223.943042959019,[  65.70714286    6.25       -165.72142857],[  70.16551724    7.52413793 -165.74482759],[  71.27972028    4.60839161 -166.81818182],1363
3757,175,4,PW,150.15160931640588,533.0640140142618,1201.4919928417821,[  26.02797203 -150.06993007 -127.13986014],[  30.37241379 -148.66206897 -128.07586207],[  33.76666667 -151.42       -130.75333333],1363
3758,176,4,PW,235.83262680282843,525.1583754956004,1304.8173165402638,[ 16.71333333  50.25333333 -30.85333333],[ 14.95804196  54.36363636 -32.53146853],[ 13.43046358  52.99337748 -28.35761589],1363
3759,177,4,PW,317.9378389888026,641.7182293109023,1192.8510815744398,[ -3.45833333 -89.91666667 -70.11111111],[ -4.46979866 -89.27516779 -73.61073826],[ -6.39716312 -87.53191489 -75.12056738],1363
3760,178,4,PW,233.34094527911438,507.29098172407447,1365.1765919883844,[ 129.70454545   64.48748006 -135.40845197],[ 127.87300696   61.33561644 -138.40740325],[ 127.65986395   57.2244898  -138.61904762],1363
3761,179,4,PW,257.8009136544758,486.4790480355032,1433.2887650032449,[  67.34210526   40.92763158 -121.78947368],[  67.88888889   41.61111111 -126.26388889],[  64.85611511   43.5828726  -129.18732239],1363
3762,180,4,PW,349.29462822588164,643.1570708327024,1517.4889746429585,[-10.63768116  49.92753623  -0.92753623],[-12.12328767  46.08219178   0.44520548],[-14.1048951   41.36363636   0.60839161],1363
3763,181,4,PW,120.08922867862543,655.779294147091,1591.574093088924,[ 70.95104895 -30.59440559  60.58741259],[ 71.25       -28.25        62.71428571],[ 68.82857143 -26.12857143  64.28571429],1363
3764,182,4,PW,34.002886362343304,672.7320603280139,1533.4880699809448,[ 117.38095238 -103.54421769  -13.85034014],[ 116.99342105 -100.55263158  -19.78947368],[ 119.22972973 -101.36486486  -23.60810811],1363
3765,183,4,PW,81.46900059889487,783.2218929848667,1434.1660378394324,[ 49.53947368 -94.30263158 -56.15789474],[ 47.61594203 -95.79710145 -59.9057971 ],[ 44.69230769 -94.47552448 -62.01398601],1363
3766,184,4,PW,-90.71068660841726,684.6320388550665,1363.556163929581,[ -69.95172414  -26.72413793 -112.86896552],[ -66.71532847  -25.04379562 -112.86131387],[ -63.77443609  -25.2018511  -113.20995015],1363
3767,185,4,PW,-140.1770769189664,635.9396413906065,1263.9636128069494,[ 29.32214765 -15.94630872  22.48993289],[ 30.60902256 -13.          21.92481203],[31.25       -9.39583333 20.91666667],1363
3768,186,4,PW,-199.5537243173938,644.0901423095727,1373.2495704229873,[ -4.57885193 -66.39166667   3.6513629 ],[ -3.71077783 -66.4047619    3.23775859],[ -3.09774436 -65.73684211   4.21052632],1363
3769,187,4,PW,-174.81128492273797,560.978130118002,1408.8955936563411,[  67.10948905 -102.72601832 -256.05163558],[  73.23129252 -104.39455782 -255.46258503],[  76.70469799 -105.10738255 -252.06040268],1363
3770,188,4,PW,-135.6943512578815,561.7085940261186,1192.1665948938119,[-12.90780142   6.54609929 -69.83687943],[-16.29452055   7.68493151 -73.26712329],[-20.6137931    7.6        -75.88965517],1363
3771,189,4,PW,-364.2571188093082,614.8718508297442,1163.5247765991085,[55.10555681 -3.79699248 -3.07162966],[55.45238095 -5.66666667 -4.57142857],[55.82539683 -4.65079365 -3.52380952],1363
3772,190,4,PW,-341.2776276002549,551.3780970655272,1312.4011727497286,[  73.59558824  102.28676471 -188.47058824],[  75.88275862  105.31724138 -188.09655172],[  75.68493151  106.46575342 -183.70547945],1363
3773,191,4,PW,-432.3273964781713,573.3530211073671,1316.6588286678948,[116.6056338  -36.04929577 -56.31690141],[116.74637681 -35.92753623 -56.48550725],[116.70714286 -36.         -56.24285714],1363
3774,192,4,PW,-463.44845653277315,279.38794346929245,1389.50987936972,[ 36.07142857 -40.88311688  -6.48701299],[ 39.35862069 -38.70344828  -4.54482759],[ 42.27272727 -35.74125874  -2.02097902],1363
3775,193,4,PW,-383.0503925977569,187.88016489143484,1217.147330292205,[ 102.03424658  -56.71232877 -121.83561644],[  97.70212766  -54.72340426 -124.41843972],[  98.34265734  -53.14685315 -128.42657343],1363
3776,194,4,PW,-189.78325148740697,243.04056680506307,1232.6692767521959,[  30.59124088  -43.60583942 -131.34306569],[  35.92805755  -42.25179856 -131.02877698],[  38.78378378  -39.52027027 -133.34459459],1363
3777,195,4,PW,-20.57666297857471,261.5083776915493,1303.122468598179,[106.29166667  30.79166667  -2.02777778],[111.03424658  30.74657534  -3.9109589 ],[113.35211268  31.85211268  -3.27464789],1363
3778,196,4,PW,-155.491468728218,331.73774222994103,1399.6277819629943,[108.62411348  23.24113475  23.08510638],[111.2         24.64285714  22.42142857],[114.23611111  29.01388889  19.625     ],1363
3779,197,4,PW,-189.20343805404843,450.5202253526844,1434.755675974125,[ 86.82835821 -29.80597015 -19.01492537],[ 88.57971014 -32.96376812 -20.19565217],[ 90.84563758 -32.81208054 -16.53020134],1363
3780,198,4,PW,-78.18023845446965,481.3386534714702,1485.9325785652234,[ -31.00653595   51.09803922 -132.17647059],[ -27.92086331   53.27338129 -131.22302158],[ -23.46308725   52.95973154 -129.39597315],1363
3781,0,4,BA,26.453442174323314,-2.7153341954820505,-21.71036976285724,[ 106.50344828   21.86896552 -258.66206897],[ 109.04         20.03333333 -255.50666667],[ 107.67320261   24.39215686 -251.89542484],1347
3782,1,4,BA,-13.264546288494582,-36.096501946762025,84.6306273877103,[ -11.41258741   19.31468531 -340.52447552],[  -9.99285714   16.80714286 -338.18571429],[  -7.47916667   15.09027778 -335.97222222],1347
3783,2,4,BA,2.959354651244986,-73.14083750722875,-31.916151583772255,[  34.9602649   133.22516556 -226.24503311],[  32.39130435  134.63043478 -222.65942029],[  29.92907801  135.92907801 -219.72340426],1347
3784,3,4,BA,-146.22296515803197,-163.62817478861678,32.378879679831975,[   2.64233577    9.72992701 -167.93430657],[   3.32394366    5.43661972 -168.83802817],[   1.99337748    3.71523179 -173.43708609],1347
3785,4,4,BA,132.53056571702137,-55.18085625161286,13.374304861691307,[  18.24822695    8.65957447 -267.11347518],[  15.46896552    4.33793103 -264.52413793],[  11.40972222    2.09722222 -262.73611111],1347
3786,5,4,BA,119.25222908639942,-168.50525427928682,171.2318467889179,[  86.90225564  158.90977444 -204.7593985 ],[  87.79861111  154.5        -206.54166667],[  89.76056338  150.74647887 -207.06338028],1347
3787,6,4,BA,-79.9892545673186,-111.85988940059468,222.5204342249412,[  62.81751825  155.37956204 -204.2919708 ],[  61.06206897  150.11724138 -206.88275862],[  60.5106383   147.29078014 -207.70921986],1347
3788,7,4,BA,116.39402223687608,-23.498622131702234,314.1731217326745,[134.61111111 -40.02777778 -57.71527778],[136.31944444 -39.22916667 -55.27777778],[136.24137931 -37.29655172 -52.17241379],1347
3789,8,4,BA,-116.14453261247952,40.3828927609141,352.0355159317352,[  75.25925926   49.28888889 -153.45185185],[  77.06015038   49.72932331 -153.90225564],[  80.31756757   48.64189189 -158.7027027 ],1347
3790,9,4,BA,-30.507726875433974,75.86027063134641,439.7745399151878,[ 83.3943662  176.6056338  -54.17605634],[ 81.30821918 180.23287671 -52.45890411],[ 79.70945946 179.83783784 -48.10810811],1347
3791,10,4,BA,22.052585003809334,-29.283583038880636,581.1499270962279,[  37.44604317  107.73381295 -262.20863309],[  37.92753623  105.87681159 -261.27536232],[  40.83802817  101.97183099 -261.13380282],1347
3792,11,4,BA,-99.22504970028871,163.2536968494361,773.3379992358566,[109.33098592  69.88732394 -83.76056338],[108.11888112  68.66433566 -86.93706294],[107.72916667  64.94444444 -89.88194444],1347
3793,12,4,BA,-193.44107375354844,35.45432735251649,765.6061762251867,[ 189.73103448  145.27586207 -223.85517241],[ 186.77857143  141.62142857 -222.64285714],[ 184.10204082  137.83673469 -219.96598639],1347
3794,13,4,BA,-353.9284912603267,-14.131728652113004,853.3147156265602,[  32.61267606   23.73239437 -216.08450704],[  34.48251748   22.97902098 -218.6013986 ],[  34.93150685   27.47945205 -220.23972603],1347
3795,14,4,BA,-168.54788471285127,-165.63192846000229,982.9216523430316,[  65.9109589   -40.46575342 -203.11643836],[  63.67567568  -43.82432432 -201.67567568],[  61.125       -44.97916667 -200.40972222],1347
3796,15,4,BA,-331.42570012767646,-189.12453745047227,1073.261117115902,[ 163.17857143  204.09285714 -155.29285714],[ 159.66901408  203.31690141 -152.68309859],[ 156.37323944  201.74647887 -151.3028169 ],1347
3797,16,4,BA,-206.79057883547927,-218.79437596572174,1056.6827124285157,[  65.80851064  100.92907801 -218.63120567],[  68.71812081   97.44295302 -214.99328859],[  71.39583333   97.80555556 -213.11805556],1347
3798,17,4,BA,-179.4041937760048,-112.42850882771279,1140.7307234986847,[  38.26760563  -20.28169014 -184.95070423],[  39.28467153  -17.47445255 -188.01459854],[  40.75555556  -17.3037037  -189.7037037 ],1347
3799,18,4,BA,-288.9721286492629,-65.82981583955669,1084.690772701778,[  52.76153846    6.34615385 -199.94615385],[  53.10638298    8.46099291 -197.85815603],[  51.67549669   12.17218543 -197.02649007],1347
3800,19,4,BA,-28.736734503907194,-199.37725361019523,1044.3329795707027,[ 195.99310345   20.04827586 -234.94482759],[ 197.99236641   19.44274809 -236.21374046],[ 201.09929078   18.5177305  -237.56028369],1347
3801,20,4,BA,-46.47841204658868,-152.65605734057468,873.0518551295028,[   0.75342466  228.05479452 -102.75342466],[  4.03472222 231.03472222 -99.26388889],[  7.54347826 232.1884058  -98.13768116],1347
3802,21,4,BA,-132.97441618685377,-154.51161642307818,882.2740033804095,[ -42.67123288  123.57534247 -140.56164384],[ -39.60902256  121.78195489 -142.77443609],[ -35.87919463  123.09395973 -141.67785235],1347
3803,22,4,BA,-208.37713079640116,-270.3894442727718,973.0438659318863,[105.73381295  68.89208633 -86.24460432],[103.94202899  72.15942029 -89.47826087],[104.56028369  73.72340426 -92.87943262],1347
3804,23,4,BA,-353.2511479848321,-289.661877295211,917.87338653799,[ 10.85135135  -1.7972973  -11.14189189],[ 11.72340426  -1.92907801 -15.19148936],[ 11.67808219  -6.01369863 -17.71917808],1347
3805,24,4,BA,-264.5304583991833,-130.83264333076187,907.5173034720485,[  11.77931034  109.70344828 -107.75172414],[  15.04861111  107.49305556 -110.49305556],[  17.5530303   106.93181818 -111.86363636],1347
3806,25,4,BA,-50.0376867070318,-227.76143311750417,851.4864213156154,[ -38.93478261  103.94927536 -224.07971014],[ -39.51079137  103.88489209 -222.69064748],[ -41.89041096  104.28767123 -217.95205479],1347
3807,26,4,BA,-237.41984918984699,-414.27836720304816,817.6353601836684,[ -25.55704698   -1.90604027 -169.58389262],[ -23.56551724    1.36551724 -167.91034483],[ -26.05517241    4.15172414 -169.93103448],1347
3808,27,4,BA,-129.10881072771775,-221.56254941404387,1127.085766856746,[  35.05714286   75.01428571 -233.18571429],[  34.09929078   79.55319149 -235.31205674],[  30.73239437   82.53521127 -235.91549296],1347
3809,28,4,BA,-72.33349091157973,-352.2795851170582,1141.564135033611,[ 17.79084967  86.14379085 -33.87581699],[ 18.51428571  87.         -29.4       ],[ 14.33333333  88.25       -28.37121212],1347
3810,29,4,BA,-122.66174266063985,-192.4666150509719,966.1514217947029,[  33.38095238   95.5170068  -257.8707483 ],[  34.77857143   95.48571429 -261.09285714],[  34.84615385   97.95384615 -264.81538462],1347
3811,30,4,BA,-93.16847573832317,-118.25515045130913,1060.7075390055245,[  34.25806452   56.5        -244.58064516],[  33.03731343   55.53731343 -243.79850746],[  33.19148936   51.94326241 -243.60992908],1347
3812,31,4,BA,-191.25956503902688,-191.06757123110648,1188.8947775936972,[  87.29927007   78.42335766 -174.98540146],[  81.66         80.72666667 -175.34      ],[  78.57037037   80.71111111 -177.22962963],1347
3813,32,4,BA,-42.03417992342687,-124.5607189938199,1123.4730561863262,[ -33.42758621   34.55862069 -198.76551724],[ -36.6119403    34.06716418 -199.58955224],[ -39.65753425   37.53424658 -200.13013699],1347
3814,33,4,BA,-265.5034375872696,-122.54826496433822,1093.6584816265413,[   1.54198473  101.67175573 -250.90839695],[   3.87837838   98.33108108 -251.22972973],[   5.65771812   96.53020134 -246.34228188],1347
3815,34,4,BA,-316.1431096028733,-90.93538007155668,1100.017941289035,[ 102.05072464   63.73913043 -175.70289855],[ 101.90151515   63.46212121 -175.90909091],[ 101.97744361   63.7593985  -175.79699248],1347
3816,35,4,BA,-143.9730703322843,-198.16887124817072,1091.3183724829287,[ -63.35416667   87.08333333 -122.77083333],[ -65.01428571   85.60714286 -118.9       ],[ -67.16083916   83.58741259 -122.11188811],1347
